path,pred_id,pred_name,confidence,probs,pred_policy_id,pred_policy_name
/Users/lily/Documents/Projects/chest-xray/data/raw/archive/test/normal/normal-549.jpg,0,Normal,0.7583127617835999,"[0.7583127617835999, 0.001021193340420723, 0.24066607654094696]",2,Tuberculosis
/Users/lily/Documents/Projects/chest-xray/data/raw/archive/test/normal/normal-207.jpg,0,Normal,0.9425212740898132,"[0.9425212740898132, 0.015540726482868195, 0.04193798825144768]",0,Normal
/Users/lily/Documents/Projects/chest-xray/data/raw/archive/test/normal/normal-561.jpg,1,Pneumonia,0.553200900554657,"[0.44673874974250793, 0.553200900554657, 6.034940815879963e-05]",1,Pneumonia
/Users/lily/Documents/Projects/chest-xray/data/raw/archive/test/normal/normal-575.jpg,0,Normal,0.8140057921409607,"[0.8140057921409607, 0.005543384701013565, 0.18045085668563843]",2,Tuberculosis
/Users/lily/Documents/Projects/chest-xray/data/raw/archive/test/normal/normal-213.jpg,0,Normal,0.5565240383148193,"[0.5565240383148193, 0.0021991573739796877, 0.44127681851387024]",2,Tuberculosis
/Users/lily/Documents/Projects/chest-xray/data/raw/archive/test/normal/normal-12.jpg,0,Normal,0.7540717124938965,"[0.7540717124938965, 0.002315924968570471, 0.24361245334148407]",2,Tuberculosis
/Users/lily/Documents/Projects/chest-xray/data/raw/archive/test/normal/normal-9.jpg,0,Normal,0.9608443379402161,"[0.9608443379402161, 0.012184025719761848, 0.026971710845828056]",0,Normal
/Users/lily/Documents/Projects/chest-xray/data/raw/archive/test/normal/normal-763.jpg,0,Normal,0.7125813364982605,"[0.7125813364982605, 0.0945192202925682, 0.1928994059562683]",2,Tuberculosis
/Users/lily/Documents/Projects/chest-xray/data/raw/archive/test/normal/normal-777.jpg,1,Pneumonia,0.6365546584129333,"[0.363357812166214, 0.6365546584129333, 8.754320879234001e-05]",1,Pneumonia
/Users/lily/Documents/Projects/chest-xray/data/raw/archive/test/normal/normal-788.jpg,0,Normal,0.765143871307373,"[0.765143871307373, 0.0032275444827973843, 0.23162855207920074]",2,Tuberculosis
/Users/lily/Documents/Projects/chest-xray/data/raw/archive/test/normal/normal-159.jpg,0,Normal,0.5874477624893188,"[0.5874477624893188, 0.4123339354991913, 0.00021830004698131233]",0,Normal
/Users/lily/Documents/Projects/chest-xray/data/raw/archive/test/normal/normal-617.jpg,0,Normal,0.7907037138938904,"[0.7907037138938904, 0.00036026726593263447, 0.20893602073192596]",2,Tuberculosis
/Users/lily/Documents/Projects/chest-xray/data/raw/archive/test/normal/normal-171.jpg,1,Pneumonia,0.5306713581085205,"[0.468962699174881, 0.5306713581085205, 0.00036589757655747235]",1,Pneumonia
/Users/lily/Documents/Projects/chest-xray/data/raw/archive/test/normal/normal-165.jpg,0,Normal,0.8611344695091248,"[0.8611344695091248, 0.07829616963863373, 0.06056935712695122]",0,Normal
/Users/lily/Documents/Projects/chest-xray/data/raw/archive/test/normal/normal-603.jpg,0,Normal,0.9286757111549377,"[0.9286757111549377, 0.001462790067307651, 0.06986147910356522]",0,Normal
/Users/lily/Documents/Projects/chest-xray/data/raw/archive/test/normal/normal-830.jpg,0,Normal,0.7934761643409729,"[0.7934761643409729, 0.00021003649453632534, 0.2063138782978058]",2,Tuberculosis
/Users/lily/Documents/Projects/chest-xray/data/raw/archive/test/normal/normal-824.jpg,0,Normal,0.6282361745834351,"[0.6282361745834351, 0.036478642374277115, 0.33528512716293335]",2,Tuberculosis
/Users/lily/Documents/Projects/chest-xray/data/raw/archive/test/normal/normal-818.jpg,0,Normal,0.772432267665863,"[0.772432267665863, 0.01834014244377613, 0.20922759175300598]",2,Tuberculosis
/Users/lily/Documents/Projects/chest-xray/data/raw/archive/test/normal/normal-429.jpg,0,Normal,0.8106217980384827,"[0.8106217980384827, 0.00468883290886879, 0.18468937277793884]",2,Tuberculosis
/Users/lily/Documents/Projects/chest-xray/data/raw/archive/test/normal/normal-373.jpg,0,Normal,0.7852180600166321,"[0.7852180600166321, 0.0001717943378025666, 0.21461017429828644]",2,Tuberculosis
/Users/lily/Documents/Projects/chest-xray/data/raw/archive/test/normal/normal-415.jpg,0,Normal,0.9588339328765869,"[0.9588339328765869, 0.0014391934964805841, 0.039726901799440384]",0,Normal
/Users/lily/Documents/Projects/chest-xray/data/raw/archive/test/normal/normal-401.jpg,0,Normal,0.9306097030639648,"[0.9306097030639648, 0.0333845317363739, 0.036005761474370956]",0,Normal
/Users/lily/Documents/Projects/chest-xray/data/raw/archive/test/normal/normal-367.jpg,0,Normal,0.5650116801261902,"[0.5650116801261902, 5.8677327615441754e-05, 0.4349296987056732]",2,Tuberculosis
/Users/lily/Documents/Projects/chest-xray/data/raw/archive/test/normal/normal-398.jpg,0,Normal,0.5552030801773071,"[0.5552030801773071, 0.011107363738119602, 0.43368953466415405]",2,Tuberculosis
/Users/lily/Documents/Projects/chest-xray/data/raw/archive/test/normal/normal-399.jpg,0,Normal,0.9483462572097778,"[0.9483462572097778, 0.0021660553757101297, 0.049487676471471786]",0,Normal
/Users/lily/Documents/Projects/chest-xray/data/raw/archive/test/normal/normal-400.jpg,0,Normal,0.6195992231369019,"[0.6195992231369019, 0.006713750306516886, 0.3736869692802429]",2,Tuberculosis
/Users/lily/Documents/Projects/chest-xray/data/raw/archive/test/normal/normal-366.jpg,0,Normal,0.8551241755485535,"[0.8551241755485535, 0.003772317199036479, 0.14110347628593445]",0,Normal
/Users/lily/Documents/Projects/chest-xray/data/raw/archive/test/normal/normal-372.jpg,0,Normal,0.9710659980773926,"[0.9710659980773926, 0.005652311258018017, 0.02328166924417019]",0,Normal
/Users/lily/Documents/Projects/chest-xray/data/raw/archive/test/normal/normal-414.jpg,0,Normal,0.9559502601623535,"[0.9559502601623535, 0.003302080323919654, 0.04074769839644432]",0,Normal
/Users/lily/Documents/Projects/chest-xray/data/raw/archive/test/normal/normal-428.jpg,1,Pneumonia,0.5427966713905334,"[0.45716169476509094, 0.5427966713905334, 4.160424578003585e-05]",1,Pneumonia
/Users/lily/Documents/Projects/chest-xray/data/raw/archive/test/normal/normal-819.jpg,0,Normal,0.9203360080718994,"[0.9203360080718994, 0.013841003179550171, 0.06582294404506683]",0,Normal
/Users/lily/Documents/Projects/chest-xray/data/raw/archive/test/normal/normal-825.jpg,0,Normal,0.6591519713401794,"[0.6591519713401794, 0.005989936180412769, 0.33485808968544006]",2,Tuberculosis
/Users/lily/Documents/Projects/chest-xray/data/raw/archive/test/normal/normal-831.jpg,0,Normal,0.8424240946769714,"[0.8424240946769714, 0.09302676469087601, 0.06454914063215256]",0,Normal
/Users/lily/Documents/Projects/chest-xray/data/raw/archive/test/normal/normal-164.jpg,0,Normal,0.7134935855865479,"[0.7134935855865479, 0.03150515258312225, 0.2550012767314911]",2,Tuberculosis
/Users/lily/Documents/Projects/chest-xray/data/raw/archive/test/normal/normal-602.jpg,0,Normal,0.6861083507537842,"[0.6861083507537842, 0.00801137462258339, 0.30588021874427795]",2,Tuberculosis
/Users/lily/Documents/Projects/chest-xray/data/raw/archive/test/normal/normal-616.jpg,0,Normal,0.639149010181427,"[0.639149010181427, 0.3605625629425049, 0.00028848249348811805]",0,Normal
/Users/lily/Documents/Projects/chest-xray/data/raw/archive/test/normal/normal-170.jpg,0,Normal,0.9470276236534119,"[0.9470276236534119, 0.006802620366215706, 0.04616977274417877]",0,Normal
/Users/lily/Documents/Projects/chest-xray/data/raw/archive/test/normal/normal-158.jpg,0,Normal,0.5094957947731018,"[0.5094957947731018, 0.4903971552848816, 0.00010708804620662704]",0,Normal
/Users/lily/Documents/Projects/chest-xray/data/raw/archive/test/normal/normal-789.jpg,0,Normal,0.6815470457077026,"[0.6815470457077026, 0.0003654857282526791, 0.31808745861053467]",2,Tuberculosis
/Users/lily/Documents/Projects/chest-xray/data/raw/archive/test/normal/normal-776.jpg,0,Normal,0.9415844678878784,"[0.9415844678878784, 0.015909146517515182, 0.042506396770477295]",0,Normal
/Users/lily/Documents/Projects/chest-xray/data/raw/archive/test/normal/normal-762.jpg,0,Normal,0.7910705208778381,"[0.7910705208778381, 0.008374842815101147, 0.20055462419986725]",2,Tuberculosis
/Users/lily/Documents/Projects/chest-xray/data/raw/archive/test/normal/normal-8.jpg,0,Normal,0.6753435134887695,"[0.6753435134887695, 0.32449260354042053, 0.0001639320980757475]",0,Normal
/Users/lily/Documents/Projects/chest-xray/data/raw/archive/test/normal/normal-13.jpg,0,Normal,0.5089878439903259,"[0.5089878439903259, 0.4909960627555847, 1.6089999917312525e-05]",0,Normal
/Users/lily/Documents/Projects/chest-xray/data/raw/archive/test/normal/normal-574.jpg,0,Normal,0.8571281433105469,"[0.8571281433105469, 0.0035824074875563383, 0.13928931951522827]",0,Normal
/Users/lily/Documents/Projects/chest-xray/data/raw/archive/test/normal/normal-212.jpg,0,Normal,0.7587405443191528,"[0.7587405443191528, 0.011865687556564808, 0.22939372062683105]",2,Tuberculosis
/Users/lily/Documents/Projects/chest-xray/data/raw/archive/test/normal/normal-206.jpg,0,Normal,0.8397636413574219,"[0.8397636413574219, 0.001303443918004632, 0.15893293917179108]",0,Normal
/Users/lily/Documents/Projects/chest-xray/data/raw/archive/test/normal/normal-560.jpg,0,Normal,0.7952830791473389,"[0.7952830791473389, 0.0008814805187284946, 0.2038353532552719]",2,Tuberculosis
/Users/lily/Documents/Projects/chest-xray/data/raw/archive/test/normal/normal-548.jpg,0,Normal,0.7909854650497437,"[0.7909854650497437, 0.2089122086763382, 0.00010234393994323909]",0,Normal
/Users/lily/Documents/Projects/chest-xray/data/raw/archive/test/normal/normal-238.jpg,0,Normal,0.842302680015564,"[0.842302680015564, 0.004755156114697456, 0.15294213593006134]",0,Normal
/Users/lily/Documents/Projects/chest-xray/data/raw/archive/test/normal/normal-210.jpg,1,Pneumonia,0.7197254300117493,"[0.28019478917121887, 0.7197254300117493, 7.97781758592464e-05]",1,Pneumonia
/Users/lily/Documents/Projects/chest-xray/data/raw/archive/test/normal/normal-576.jpg,0,Normal,0.9054924845695496,"[0.9054924845695496, 0.004713444970548153, 0.08979404717683792]",0,Normal
/Users/lily/Documents/Projects/chest-xray/data/raw/archive/test/normal/normal-562.jpg,0,Normal,0.6103019118309021,"[0.6103019118309021, 0.0005775078316219151, 0.38912054896354675]",2,Tuberculosis
/Users/lily/Documents/Projects/chest-xray/data/raw/archive/test/normal/normal-204.jpg,0,Normal,0.6415686011314392,"[0.6415686011314392, 0.03414766862988472, 0.3242836892604828]",2,Tuberculosis
/Users/lily/Documents/Projects/chest-xray/data/raw/archive/test/normal/normal-11.jpg,0,Normal,0.7106625437736511,"[0.7106625437736511, 0.0004523047828115523, 0.2888851463794708]",2,Tuberculosis
/Users/lily/Documents/Projects/chest-xray/data/raw/archive/test/normal/normal-589.jpg,0,Normal,0.5071594715118408,"[0.5071594715118408, 0.4927845895290375, 5.593014066107571e-05]",0,Normal
/Users/lily/Documents/Projects/chest-xray/data/raw/archive/test/normal/normal-39.jpg,0,Normal,0.7755566239356995,"[0.7755566239356995, 0.001398457563482225, 0.2230449765920639]",2,Tuberculosis
